reservation_id,customer_id,table_id,reservation_date,reservation_time,number_of_guests,reservation_status,special_request
3727,773,30,10/21/2015,14:30,4,CONFIRMED,
3728,1505,29,2/11/2015,15:00,2,CONFIRMED,Window seat
3729,388,30,2/14/2015,20:30,3,COMPLETED,
3730,1160,21,10/24/2015,11:15,8,COMPLETED,
3731,1010,15,9/10/2015,12:45,2,CANCELLED,
3732,708,7,7/30/2015,19:45,1,CONFIRMED,
3733,266,10,5/10/2015,22:45,2,CONFIRMED,Birthday
3734,519,3,10/4/2015,14:30,6,CONFIRMED,Window seat
3735,1145,15,5/13/2015,12:45,6,COMPLETED,Quiet area
3736,1757,15,2/1/2015,11:45,6,COMPLETED,Window seat
3737,1929,10,12/2/2015,22:45,5,CANCELLED,Window seat
3738,1309,27,8/30/2015,14:00,2,CONFIRMED,Window seat
3739,1189,6,8/4/2015,22:45,4,COMPLETED,Quiet area
3740,1779,29,6/24/2015,12:00,4,COMPLETED,
3741,1202,9,6/5/2015,22:45,1,CANCELLED,Window seat
3742,1109,27,2/17/2015,16:45,2,CONFIRMED,Birthday
3743,333,28,9/5/2015,11:45,4,CANCELLED,
3744,1675,29,10/24/2015,22:30,5,COMPLETED,Quiet area
3745,216,27,2/25/2015,11:45,2,CANCELLED,Quiet area
3746,1805,13,8/19/2015,16:30,4,CANCELLED,Birthday
3747,945,14,3/18/2015,19:45,5,CONFIRMED,Window seat
3748,607,13,9/17/2015,16:30,3,CANCELLED,
3749,1188,25,1/6/2015,20:30,3,CANCELLED,Quiet area
3750,1519,17,8/2/2015,11:45,5,COMPLETED,
3751,1889,24,11/29/2015,22:45,2,CONFIRMED,Window seat
3752,1908,17,7/29/2015,19:45,2,CONFIRMED,
3753,1809,25,8/14/2015,18:45,8,CANCELLED,Birthday
3754,1551,15,12/1/2015,14:45,1,CONFIRMED,Quiet area
3755,960,8,10/29/2015,13:45,8,CONFIRMED,
3756,1556,2,5/3/2015,16:00,8,CONFIRMED,
3757,354,20,4/6/2015,21:00,6,COMPLETED,
3758,589,29,4/14/2015,13:15,2,CONFIRMED,Window seat
3759,442,2,11/12/2015,20:15,2,COMPLETED,Birthday
3760,1613,13,7/25/2015,22:00,1,COMPLETED,
3761,1393,9,1/2/2015,17:30,3,CANCELLED,Window seat
3762,897,7,10/3/2015,17:30,5,CONFIRMED,
3763,280,10,9/16/2015,16:15,2,COMPLETED,
3764,1765,2,5/16/2015,15:30,6,COMPLETED,
3765,503,16,2/24/2015,12:00,5,COMPLETED,Window seat
3766,1973,12,6/9/2015,13:00,5,COMPLETED,Window seat
3767,1557,15,6/4/2015,13:30,6,COMPLETED,
3768,1128,16,9/29/2015,21:45,6,CANCELLED,Quiet area
3769,87,1,4/28/2015,22:15,2,CONFIRMED,
3770,1879,8,9/4/2015,11:00,2,CANCELLED,Birthday
3771,1976,18,8/1/2015,14:15,6,CANCELLED,Quiet area
3772,327,19,9/23/2015,18:15,8,CANCELLED,
3773,1650,9,6/8/2015,20:30,2,COMPLETED,Window seat
3774,971,19,12/8/2015,20:45,2,COMPLETED,Birthday
3775,18,4,5/1/2015,14:15,6,CANCELLED,
3776,965,17,1/3/2015,11:30,1,CONFIRMED,
3777,640,6,6/23/2015,21:00,8,CONFIRMED,
3778,1497,5,12/27/2015,21:00,2,CONFIRMED,Quiet area
3779,751,12,5/20/2015,12:45,4,COMPLETED,
3780,1349,16,12/23/2015,12:00,2,COMPLETED,Quiet area
3781,1791,14,8/27/2015,16:00,2,CONFIRMED,Birthday
3782,1395,6,12/15/2015,20:45,6,COMPLETED,Birthday
3783,471,6,7/23/2015,11:45,1,CANCELLED,Birthday
3784,414,10,1/7/2015,20:30,3,CANCELLED,Quiet area
3785,1411,5,10/12/2015,14:45,3,CANCELLED,
3786,1630,14,2/15/2015,15:30,1,COMPLETED,
3787,276,5,7/25/2015,18:00,3,COMPLETED,
3788,1272,11,11/21/2015,18:00,2,CONFIRMED,Birthday
3789,1159,2,8/10/2015,18:45,2,CANCELLED,Window seat
3790,718,1,2/7/2015,20:15,2,CONFIRMED,
3791,1126,28,6/30/2015,13:15,2,CONFIRMED,Window seat
3792,1724,19,1/2/2015,15:15,8,COMPLETED,
3793,1216,11,2/22/2015,16:30,2,COMPLETED,
3794,1726,3,4/19/2015,20:45,6,CONFIRMED,Birthday
3795,1994,20,1/10/2015,18:30,2,COMPLETED,Birthday
3796,1622,23,6/8/2015,13:30,2,CANCELLED,Quiet area
3797,1194,27,7/30/2015,13:45,3,CONFIRMED,Birthday
3798,1060,20,10/7/2015,14:00,2,CONFIRMED,Birthday
3799,1491,21,8/19/2015,14:45,8,CANCELLED,Quiet area
3800,1807,16,5/13/2015,15:15,2,CANCELLED,Birthday
3801,1762,7,6/5/2015,20:45,5,CANCELLED,Quiet area
3802,742,6,9/1/2015,12:30,6,COMPLETED,Birthday
3803,1710,8,3/22/2015,20:00,1,CONFIRMED,Birthday
3804,1313,30,6/1/2015,13:30,1,COMPLETED,
3805,1969,28,1/26/2015,21:00,6,CANCELLED,
3806,20,19,11/4/2015,12:45,4,CANCELLED,Birthday
3807,979,16,8/1/2015,13:30,3,CONFIRMED,Quiet area
3808,258,13,7/7/2015,15:15,2,CONFIRMED,Window seat
3809,109,14,11/1/2015,12:30,3,CANCELLED,
3810,1391,30,6/20/2015,13:45,2,CONFIRMED,
3811,1541,23,8/24/2015,13:15,2,COMPLETED,Birthday
3812,530,30,9/9/2015,16:45,2,CANCELLED,
3813,1299,29,2/3/2015,19:30,1,CONFIRMED,
3814,446,26,6/18/2015,20:30,3,COMPLETED,Birthday
3815,1179,6,10/3/2015,21:15,2,CANCELLED,Birthday
3816,1402,20,8/1/2015,22:45,6,COMPLETED,
3817,1768,12,11/1/2015,11:15,3,CONFIRMED,Quiet area
3818,1520,25,6/4/2015,18:15,2,COMPLETED,Birthday
3819,1474,1,4/14/2015,13:00,1,CANCELLED,
3820,886,23,6/3/2015,18:45,1,CONFIRMED,Birthday
3821,925,10,9/15/2015,18:15,2,CANCELLED,Birthday
3822,1349,11,1/27/2015,22:30,4,CONFIRMED,Window seat
3823,1269,4,9/10/2015,20:15,6,CANCELLED,
3824,908,24,7/6/2015,15:15,6,CANCELLED,Window seat
3825,1401,10,10/22/2015,17:00,3,COMPLETED,Birthday
3826,1515,28,12/10/2015,20:15,3,CANCELLED,Birthday
3827,1143,6,12/22/2015,14:30,8,COMPLETED,Window seat
3828,1827,8,4/24/2015,14:00,2,COMPLETED,Window seat
3829,510,9,11/19/2015,21:15,5,CONFIRMED,Window seat
3830,636,8,2/21/2015,13:15,6,COMPLETED,Quiet area
3831,45,30,11/21/2015,20:30,4,CONFIRMED,Quiet area
3832,496,6,4/28/2015,16:00,1,COMPLETED,
3833,258,13,5/8/2015,13:30,1,CONFIRMED,
3834,749,16,7/2/2015,16:45,2,CONFIRMED,
3835,560,9,3/19/2015,13:30,1,COMPLETED,Quiet area
3836,162,10,10/31/2015,20:15,2,COMPLETED,Birthday
3837,270,28,6/14/2015,14:00,2,COMPLETED,
3838,1730,3,5/8/2015,22:30,2,CONFIRMED,Birthday
3839,1494,23,12/19/2015,15:30,3,CONFIRMED,
3840,226,23,6/20/2015,22:45,8,COMPLETED,Birthday
3841,1832,16,7/20/2015,17:15,2,CONFIRMED,
3842,569,21,7/29/2015,14:00,2,COMPLETED,
3843,275,24,2/8/2015,21:30,6,CANCELLED,Quiet area
3844,270,8,1/5/2015,11:45,5,COMPLETED,
3845,593,11,3/20/2015,11:30,1,CANCELLED,
3846,1026,22,7/3/2015,21:45,6,CANCELLED,Quiet area
3847,627,15,4/8/2015,21:15,2,CANCELLED,Quiet area
3848,1527,1,10/31/2015,11:00,1,CONFIRMED,
3849,1568,30,8/2/2015,22:00,4,CONFIRMED,Window seat
3850,995,20,9/20/2015,19:00,2,CANCELLED,
3851,576,7,7/20/2015,21:00,1,COMPLETED,Window seat
3852,835,18,9/18/2015,18:30,2,CONFIRMED,
3853,1910,27,8/4/2015,20:00,5,COMPLETED,
3854,685,22,7/24/2015,19:15,6,COMPLETED,Quiet area
3855,25,6,9/3/2015,13:45,1,CONFIRMED,
3856,1379,24,12/9/2015,15:45,2,CONFIRMED,Window seat
3857,721,15,8/4/2015,15:00,3,COMPLETED,
3858,1965,8,10/1/2015,14:00,1,COMPLETED,
3859,212,15,11/25/2015,15:30,5,COMPLETED,
3860,844,18,8/25/2015,12:30,3,COMPLETED,Quiet area
3861,1933,9,8/11/2015,17:45,1,COMPLETED,Birthday
3862,1563,3,9/9/2015,12:00,5,COMPLETED,Birthday
3863,94,12,6/29/2015,21:30,6,COMPLETED,Window seat
3864,1897,10,2/15/2015,19:00,3,CANCELLED,Quiet area
3865,34,7,1/17/2015,13:30,2,CANCELLED,Birthday
3866,1554,14,4/20/2015,14:45,5,CANCELLED,Quiet area
3867,38,16,12/13/2015,14:00,3,COMPLETED,Quiet area
3868,222,23,10/31/2015,13:45,8,CONFIRMED,Birthday
3869,1379,10,3/20/2015,11:00,8,CONFIRMED,Birthday
3870,284,22,7/11/2015,15:30,1,COMPLETED,
3871,701,22,6/1/2015,20:00,1,CANCELLED,
3872,1164,22,9/11/2015,17:45,3,CONFIRMED,
3873,277,17,6/8/2015,17:00,8,COMPLETED,Window seat
3874,1635,1,5/25/2015,14:15,3,CANCELLED,
3875,1189,1,2/10/2015,15:15,1,COMPLETED,Window seat
3876,1267,20,4/26/2015,11:45,4,CANCELLED,Birthday
3877,1164,4,10/17/2015,21:45,8,COMPLETED,Birthday
3878,313,14,9/20/2015,20:45,6,CANCELLED,Window seat
3879,1069,12,11/7/2015,17:15,2,CONFIRMED,Birthday
3880,1594,5,6/17/2015,21:45,8,CONFIRMED,
3881,512,6,1/20/2015,13:15,2,COMPLETED,
3882,1523,12,8/28/2015,18:00,6,CONFIRMED,Birthday
3883,1063,3,10/16/2015,22:00,5,COMPLETED,
3884,1582,30,9/17/2015,11:30,2,CONFIRMED,Quiet area
3885,89,13,12/30/2015,19:00,6,CONFIRMED,Window seat
3886,1000,19,9/27/2015,19:30,2,COMPLETED,Quiet area
3887,1196,21,10/13/2015,17:15,1,COMPLETED,
3888,971,11,7/20/2015,20:30,2,CANCELLED,Birthday
3889,319,10,1/8/2015,13:15,4,COMPLETED,
3890,1100,5,10/6/2015,17:15,4,CANCELLED,
3891,481,8,8/25/2015,12:30,8,COMPLETED,
3892,1716,8,2/26/2015,19:00,2,CANCELLED,Window seat
3893,1293,13,10/28/2015,12:30,6,CONFIRMED,
3894,1372,25,10/21/2015,17:00,3,COMPLETED,
3895,931,1,2/17/2015,19:00,4,CONFIRMED,
3896,1503,26,6/11/2015,17:15,2,COMPLETED,Quiet area
3897,593,14,2/2/2015,11:15,3,COMPLETED,
3898,406,9,2/5/2015,19:00,2,CONFIRMED,
3899,640,21,1/5/2015,16:00,2,CANCELLED,Window seat
3900,1303,6,3/1/2015,18:00,5,COMPLETED,Birthday
3901,1029,15,7/4/2015,17:00,1,CANCELLED,Birthday
3902,1653,26,7/17/2015,18:00,1,COMPLETED,
3903,142,15,1/12/2015,14:00,3,COMPLETED,Birthday
3904,557,25,6/11/2015,18:15,6,CONFIRMED,Quiet area
3905,1229,11,5/18/2015,11:45,8,CANCELLED,Birthday
3906,440,1,8/19/2015,15:30,3,CANCELLED,
3907,8,20,11/6/2015,14:15,8,CANCELLED,
3908,806,23,11/11/2015,15:00,3,CONFIRMED,Quiet area
3909,9,10,7/17/2015,11:15,2,CONFIRMED,Quiet area
3910,719,25,4/30/2015,12:00,8,COMPLETED,Quiet area
3911,495,30,2/14/2015,21:00,6,CONFIRMED,
3912,1319,18,6/20/2015,15:45,6,CONFIRMED,Window seat
3913,812,11,1/20/2015,17:30,3,CONFIRMED,
3914,596,9,9/24/2015,17:45,8,CANCELLED,Birthday
3915,1587,29,11/22/2015,21:30,6,CANCELLED,Birthday
3916,958,17,1/7/2015,21:15,2,COMPLETED,
3917,1887,1,8/22/2015,18:00,1,CONFIRMED,Quiet area
3918,1340,16,9/4/2015,16:30,3,CANCELLED,Window seat
3919,1671,26,1/19/2015,18:00,3,CONFIRMED,
3920,1176,15,12/27/2015,17:00,2,CONFIRMED,Birthday
3921,349,20,2/17/2015,15:30,1,COMPLETED,
3922,685,26,10/31/2015,17:45,5,COMPLETED,Window seat
3923,1364,8,12/5/2015,19:30,3,CANCELLED,
3924,1437,24,6/25/2015,16:15,6,CONFIRMED,
3925,1590,4,12/15/2015,11:15,8,CANCELLED,Window seat
3926,1858,12,1/1/2015,11:30,3,CANCELLED,
3927,788,19,11/17/2015,17:30,2,CONFIRMED,Quiet area
3928,1961,23,11/11/2015,18:45,2,CONFIRMED,
3929,1970,15,10/18/2015,15:45,3,CANCELLED,Window seat
3930,1470,9,3/19/2015,14:30,8,CANCELLED,Quiet area
3931,1987,28,12/5/2015,14:15,5,COMPLETED,Quiet area
3932,1360,18,2/17/2015,15:00,8,CONFIRMED,Birthday
3933,1621,19,3/5/2015,18:45,3,COMPLETED,
3934,749,14,7/6/2015,19:00,1,COMPLETED,Window seat
3935,948,27,11/8/2015,13:00,5,CANCELLED,
3936,695,13,1/13/2015,17:15,2,COMPLETED,Birthday
3937,821,13,4/17/2015,20:45,4,CONFIRMED,
3938,739,10,9/6/2015,11:15,5,CANCELLED,Window seat
3939,974,9,12/23/2015,12:45,2,COMPLETED,
3940,660,5,3/6/2015,20:00,5,COMPLETED,
3941,798,20,1/28/2015,11:00,2,CANCELLED,
3942,1367,26,1/29/2015,12:30,2,COMPLETED,
3943,1733,14,10/27/2015,18:15,2,CANCELLED,Birthday
3944,1983,26,11/16/2015,21:00,4,CONFIRMED,
3945,3,28,1/25/2015,21:15,3,CANCELLED,Window seat
3946,1364,17,7/12/2015,20:00,4,CANCELLED,
3947,980,28,3/7/2015,14:15,6,CONFIRMED,
3948,1084,9,3/5/2015,18:45,4,CANCELLED,Window seat
3949,1754,21,7/5/2015,16:45,6,CONFIRMED,
3950,148,5,9/29/2015,19:15,2,CONFIRMED,
3951,1538,14,2/11/2015,19:45,3,COMPLETED,
3952,130,16,11/23/2015,21:15,6,CONFIRMED,Window seat
3953,537,7,3/1/2015,22:45,6,CANCELLED,Window seat
3954,649,14,11/17/2015,20:00,3,COMPLETED,Quiet area
3955,31,14,5/5/2015,13:15,4,CANCELLED,
3956,1349,23,4/2/2015,16:15,3,CANCELLED,Window seat
3957,1649,29,8/21/2015,12:15,6,COMPLETED,
3958,1195,8,5/14/2015,20:30,8,CONFIRMED,Window seat
3959,1858,11,11/11/2015,17:30,2,COMPLETED,Birthday
3960,1557,22,5/8/2015,22:45,4,CANCELLED,
3961,1787,14,3/1/2015,12:30,2,CONFIRMED,Window seat
3962,528,2,1/13/2015,20:00,6,COMPLETED,
3963,175,16,6/20/2015,16:30,8,CANCELLED,
3964,1431,25,3/27/2015,18:45,6,CANCELLED,
3965,1182,6,2/20/2015,22:15,5,CONFIRMED,Birthday
3966,959,13,3/28/2015,12:45,3,CONFIRMED,Quiet area
3967,444,13,3/16/2015,14:30,1,CANCELLED,Birthday
3968,359,3,11/15/2015,16:30,1,CANCELLED,
3969,960,19,4/27/2015,22:45,8,CANCELLED,Window seat
3970,1002,20,10/24/2015,16:30,5,CONFIRMED,
3971,522,21,8/20/2015,15:00,2,CONFIRMED,
3972,802,16,8/22/2015,11:15,3,CANCELLED,
3973,1969,14,7/1/2015,17:45,2,COMPLETED,
3974,748,4,10/12/2015,15:15,2,CONFIRMED,Window seat
3975,1113,1,1/22/2015,16:45,1,CONFIRMED,
3976,1184,24,3/27/2015,21:30,2,CANCELLED,
3977,458,5,3/29/2015,12:00,8,COMPLETED,
3978,171,17,3/29/2015,21:45,3,CONFIRMED,Quiet area
3979,1116,12,6/28/2015,13:15,4,CONFIRMED,Quiet area
3980,132,5,11/12/2015,18:00,1,CANCELLED,Birthday
3981,519,5,12/11/2015,12:45,8,CANCELLED,Window seat
3982,1561,16,4/18/2015,21:45,6,COMPLETED,
3983,724,6,6/19/2015,12:00,5,CONFIRMED,Birthday
3984,67,29,9/20/2015,12:30,2,CANCELLED,
3985,1455,25,3/7/2015,13:45,4,CONFIRMED,Window seat
3986,27,23,4/18/2015,17:00,1,COMPLETED,Window seat
3987,660,5,1/20/2015,13:15,3,CONFIRMED,Window seat
3988,1399,22,3/14/2015,21:30,4,CONFIRMED,Quiet area
3989,1177,11,2/28/2015,17:15,3,CANCELLED,
3990,1785,28,8/1/2015,22:45,2,CONFIRMED,
3991,1254,14,7/17/2015,19:45,6,CANCELLED,Birthday
3992,423,1,1/1/2015,15:30,3,COMPLETED,Birthday
3993,798,3,2/20/2015,17:45,1,COMPLETED,
3994,63,15,12/18/2015,19:30,1,COMPLETED,Birthday
3995,205,18,6/18/2015,22:00,1,COMPLETED,Quiet area
3996,1189,10,7/31/2015,22:15,2,CANCELLED,
3997,606,19,2/19/2015,12:30,2,CONFIRMED,Birthday
3998,1340,27,11/9/2015,17:45,1,CONFIRMED,Window seat
3999,1714,4,3/25/2015,22:30,5,COMPLETED,Window seat
4000,1427,23,3/25/2015,13:00,3,COMPLETED,
4001,934,27,11/28/2015,18:30,3,CONFIRMED,Birthday
4002,1516,30,1/30/2015,22:30,4,COMPLETED,Quiet area
4003,1529,6,12/13/2015,14:30,5,CONFIRMED,
4004,1874,3,6/18/2015,13:30,2,COMPLETED,
4005,1710,22,4/3/2015,18:45,6,CANCELLED,
4006,824,18,1/21/2015,14:00,2,COMPLETED,Birthday
4007,1986,18,5/2/2015,11:30,1,COMPLETED,
4008,1448,29,10/31/2015,18:00,1,CANCELLED,Quiet area
4009,1694,3,3/9/2015,13:15,4,COMPLETED,Birthday
4010,1354,23,7/6/2015,20:15,4,CONFIRMED,Birthday
4011,1155,24,7/28/2015,18:30,5,COMPLETED,Quiet area
4012,220,20,12/15/2015,14:45,2,CANCELLED,
4013,1452,8,6/6/2015,16:45,1,COMPLETED,Window seat
4014,666,15,12/16/2015,12:00,4,COMPLETED,
4015,1983,18,9/29/2015,20:45,5,CONFIRMED,
4016,1351,29,3/27/2015,13:00,5,CONFIRMED,Window seat
4017,125,13,1/4/2015,19:15,6,COMPLETED,Quiet area
4018,267,14,12/10/2015,19:15,2,CONFIRMED,Quiet area
4019,1849,9,2/24/2015,22:00,6,CANCELLED,Window seat
4020,1183,24,11/1/2015,13:45,8,CONFIRMED,Birthday
4021,1915,23,1/25/2015,14:15,6,CANCELLED,Quiet area
4022,1808,24,3/16/2015,19:30,5,CANCELLED,
4023,1050,28,11/30/2015,12:30,6,CONFIRMED,
4024,1427,15,5/5/2015,11:00,6,CANCELLED,
4025,1017,16,10/28/2015,15:30,3,COMPLETED,Birthday
4026,1781,15,6/8/2015,15:00,4,CONFIRMED,Quiet area
4027,1524,13,8/7/2015,13:45,2,CANCELLED,Birthday
4028,610,10,8/20/2015,16:00,3,CANCELLED,Quiet area
4029,511,1,6/24/2015,20:15,4,CANCELLED,
4030,947,11,11/7/2015,22:45,1,COMPLETED,
4031,923,28,9/17/2015,14:45,5,COMPLETED,Quiet area
4032,775,22,9/2/2015,19:30,2,CONFIRMED,Birthday
4033,1002,22,12/22/2015,14:00,1,COMPLETED,
4034,954,26,7/18/2015,12:15,8,COMPLETED,
4035,1008,21,9/18/2015,19:15,1,COMPLETED,
4036,391,6,4/12/2015,22:30,2,COMPLETED,
4037,838,8,10/25/2015,20:30,3,CONFIRMED,
4038,1492,11,4/6/2015,14:00,1,CONFIRMED,Quiet area
4039,325,11,8/23/2015,14:30,3,CANCELLED,Birthday
4040,584,26,11/16/2015,18:15,2,COMPLETED,
4041,386,23,3/13/2015,13:15,1,COMPLETED,Quiet area
4042,599,16,8/6/2015,20:30,2,CONFIRMED,
4043,643,8,7/8/2015,16:45,5,CONFIRMED,Window seat
4044,842,2,2/28/2015,18:30,1,CONFIRMED,Window seat
4045,544,14,7/4/2015,20:30,4,COMPLETED,Quiet area
4046,221,4,10/10/2015,20:15,2,CANCELLED,
4047,979,3,12/13/2015,22:00,2,COMPLETED,Birthday
4048,1506,1,7/27/2015,12:15,8,CONFIRMED,Window seat
4049,1344,30,12/30/2015,21:00,3,COMPLETED,Quiet area
4050,859,10,10/13/2015,22:30,4,CONFIRMED,
4051,760,30,7/9/2015,16:30,4,CANCELLED,Birthday
4052,1986,2,7/28/2015,14:30,2,COMPLETED,
4053,998,16,10/3/2015,20:30,8,CONFIRMED,Window seat
4054,1000,21,7/29/2015,14:00,2,COMPLETED,Quiet area
4055,1065,2,4/2/2015,22:15,1,COMPLETED,
4056,1942,13,8/6/2015,20:00,2,CONFIRMED,Window seat
4057,1156,5,8/16/2015,16:30,1,CANCELLED,
4058,938,13,11/7/2015,11:45,2,CANCELLED,Quiet area
4059,1959,1,6/24/2015,21:00,2,CONFIRMED,
4060,1197,2,4/17/2015,15:30,3,CANCELLED,
4061,1228,15,9/1/2015,13:00,6,COMPLETED,Window seat
4062,1129,24,11/29/2015,14:15,2,CANCELLED,Window seat
4063,1517,19,11/2/2015,13:45,2,CANCELLED,
4064,6,5,6/22/2015,14:00,2,COMPLETED,
4065,1884,6,8/2/2015,11:00,2,CANCELLED,Window seat
4066,1047,29,4/30/2015,21:45,2,COMPLETED,Birthday
4067,1597,6,1/28/2015,16:30,8,CANCELLED,
4068,1506,11,10/5/2015,19:45,8,CONFIRMED,
4069,128,30,7/24/2015,14:15,2,CONFIRMED,
4070,1967,27,2/10/2015,13:45,1,CANCELLED,
4071,530,2,8/1/2015,22:45,4,COMPLETED,
4072,282,19,5/19/2015,18:45,5,CONFIRMED,
4073,1325,14,8/7/2015,15:45,1,CONFIRMED,Birthday
4074,363,30,7/5/2015,18:15,5,COMPLETED,
4075,962,15,9/11/2015,19:30,4,CONFIRMED,Quiet area
4076,854,1,6/12/2015,18:45,4,COMPLETED,
4077,292,14,11/11/2015,19:45,2,CONFIRMED,
4078,817,10,9/25/2015,11:15,2,CANCELLED,Window seat
4079,1408,29,2/6/2015,22:45,6,COMPLETED,
4080,3,15,6/24/2015,14:45,1,CONFIRMED,
4081,686,14,7/18/2015,22:45,1,CANCELLED,
4082,153,1,12/20/2015,21:45,3,COMPLETED,Birthday
4083,1303,16,2/2/2015,13:45,5,CANCELLED,
4084,1803,7,3/31/2015,15:15,2,CANCELLED,Birthday
4085,1377,8,12/18/2015,15:00,5,COMPLETED,
4086,1264,3,10/12/2015,21:30,2,CANCELLED,
4087,6,17,12/26/2015,12:45,8,CONFIRMED,
4088,996,25,2/22/2015,16:15,6,CONFIRMED,Quiet area
4089,1484,15,1/29/2015,18:30,2,CONFIRMED,Birthday
4090,870,8,10/8/2015,20:30,3,CANCELLED,Quiet area
4091,928,20,12/25/2015,13:30,6,COMPLETED,
4092,671,22,2/4/2015,12:00,1,CANCELLED,
4093,105,2,2/24/2015,18:30,8,CONFIRMED,Window seat
4094,99,1,3/18/2015,16:30,5,CANCELLED,Quiet area
4095,1441,6,12/16/2015,20:15,3,CONFIRMED,
4096,1270,1,8/29/2015,16:45,2,COMPLETED,Quiet area
4097,1311,22,4/28/2015,20:45,5,COMPLETED,
4098,1533,28,6/8/2015,15:15,8,COMPLETED,Window seat
4099,1371,13,11/29/2015,13:00,4,COMPLETED,
4100,232,13,6/28/2015,22:15,4,COMPLETED,Birthday
4101,191,2,4/7/2015,14:45,5,CANCELLED,Window seat
4102,1617,28,8/5/2015,17:45,8,COMPLETED,
4103,1572,4,1/3/2015,19:30,6,COMPLETED,Quiet area
4104,1656,25,8/23/2015,15:00,2,COMPLETED,
4105,1058,10,9/18/2015,12:30,6,COMPLETED,
4106,1056,20,1/30/2015,14:30,1,CANCELLED,Quiet area
4107,1505,6,1/24/2015,21:30,4,COMPLETED,Birthday
4108,55,9,10/17/2015,20:45,5,CONFIRMED,Window seat
4109,1567,9,5/5/2015,16:15,5,COMPLETED,
4110,1846,4,3/1/2015,12:00,2,CANCELLED,
4111,1971,12,10/1/2015,15:45,2,CANCELLED,Quiet area
4112,1222,29,4/24/2015,13:00,5,CONFIRMED,Birthday
4113,242,27,9/14/2015,21:15,6,CONFIRMED,Quiet area
4114,1333,24,5/21/2015,22:00,3,CONFIRMED,Window seat
4115,543,5,3/21/2015,16:45,6,CANCELLED,Window seat
4116,1744,1,6/19/2015,15:15,5,CANCELLED,
4117,1888,28,10/8/2015,12:15,8,CONFIRMED,Birthday
4118,1247,16,10/4/2015,15:45,4,COMPLETED,Quiet area
4119,358,1,10/26/2015,14:45,4,CONFIRMED,Quiet area
4120,1398,24,8/31/2015,13:00,4,COMPLETED,Quiet area
4121,376,3,9/13/2015,16:00,8,COMPLETED,Birthday
4122,1273,26,4/3/2015,17:45,2,COMPLETED,
4123,1208,30,10/5/2015,19:45,8,COMPLETED,Birthday
4124,675,10,9/20/2015,15:45,4,COMPLETED,
4125,9,8,3/1/2015,20:15,4,CANCELLED,
4126,852,23,1/2/2015,22:30,3,CANCELLED,Quiet area
4127,682,6,12/6/2015,12:15,8,COMPLETED,Quiet area
4128,1057,29,11/5/2015,11:00,3,CONFIRMED,Birthday
4129,1614,27,5/31/2015,18:15,4,COMPLETED,Birthday
4130,1887,14,2/5/2015,16:45,2,CANCELLED,Quiet area
4131,1437,5,5/3/2015,11:45,2,CONFIRMED,Quiet area
4132,1062,11,1/16/2015,16:15,4,CONFIRMED,Quiet area
4133,1448,2,3/8/2015,18:30,2,CONFIRMED,Window seat
4134,1715,2,8/14/2015,21:15,3,CANCELLED,Quiet area
4135,1302,3,11/29/2015,13:30,6,COMPLETED,Quiet area
4136,857,28,4/7/2015,12:00,5,CONFIRMED,
4137,1007,7,10/6/2015,13:45,1,CANCELLED,
4138,853,29,2/9/2015,16:30,6,COMPLETED,
4139,1052,28,7/25/2015,17:15,5,COMPLETED,Quiet area
4140,164,11,9/25/2015,11:15,4,CANCELLED,
4141,694,22,3/13/2015,12:15,2,CANCELLED,
4142,887,23,10/27/2015,11:30,6,CANCELLED,Birthday
4143,360,13,10/2/2015,19:15,4,CANCELLED,
4144,1810,10,1/19/2015,16:15,8,CONFIRMED,Window seat
4145,1720,3,12/12/2015,13:45,3,CONFIRMED,Window seat
4146,1880,7,1/9/2015,14:45,2,COMPLETED,
4147,260,14,8/15/2015,22:45,4,CANCELLED,Quiet area
4148,1935,5,10/5/2015,22:30,6,CONFIRMED,Quiet area
4149,1514,5,7/13/2015,11:15,8,CONFIRMED,
4150,920,17,10/15/2015,14:30,8,COMPLETED,
4151,833,24,4/4/2015,21:15,1,CONFIRMED,Birthday
4152,1666,21,11/22/2015,22:30,5,COMPLETED,Window seat
4153,356,11,4/9/2015,21:15,6,COMPLETED,Quiet area
4154,115,21,5/11/2015,16:15,1,COMPLETED,
4155,448,12,2/1/2015,13:45,8,CONFIRMED,Window seat
4156,1671,6,8/18/2015,11:30,5,CANCELLED,Window seat
4157,86,26,3/20/2015,16:30,4,COMPLETED,Birthday
4158,1068,30,11/6/2015,22:15,6,CANCELLED,Quiet area
4159,1330,29,1/20/2015,15:00,8,CONFIRMED,Quiet area
4160,737,16,10/26/2015,17:30,2,COMPLETED,Quiet area
4161,1724,8,6/25/2015,17:00,6,COMPLETED,Birthday
4162,1529,17,12/10/2015,17:45,4,CANCELLED,Window seat
4163,1458,7,4/2/2015,20:00,2,CANCELLED,Window seat
4164,722,10,10/1/2015,18:45,5,CONFIRMED,
4165,1826,22,3/24/2015,14:30,6,COMPLETED,
4166,1964,27,3/23/2015,17:30,4,CONFIRMED,Quiet area
4167,1303,14,10/12/2015,20:30,1,CONFIRMED,
4168,1934,3,1/25/2015,14:15,2,CANCELLED,
4169,495,1,9/16/2015,18:00,2,COMPLETED,Window seat
4170,508,18,7/2/2015,17:00,3,COMPLETED,
4171,79,25,10/4/2015,21:00,2,CONFIRMED,Birthday
